ID 	nb 	source 	last_update 	data 	taxonomy
Staphylococcus_aureus_subsp_aureus_vrs4_GCA_000262875.1 	4001 	ensemblgenomes 	2015-02-18.071646 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus;Staphylococcus;Aureus
Staphylococcus_aureus_subsp_aureus_vrs7_GCA_000262935.1 	4002 	ensemblgenomes 	2015-02-18.071653 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus;Staphylococcus;Aureus
Staphylococcus_aureus_subsp_aureus_wbg10049_GCA_000162715.1 	4003 	ensemblgenomes 	2015-02-19.004058 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus;Staphylococcus;Aureus
Staphylococcus_aureus_uid193758 	4004 	NCBI 	2015-02-18.071700 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_aureus_uid193759 	4005 	NCBI 	2015-02-18.071707 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_aureus_uid193761 	4006 	NCBI 	2015-02-18.071713 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_capitis_sk14_GCA_000174135.1 	4007 	ensemblgenomes 	2015-02-18.071720 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus capitis;Staphylococcus;Capitis
Staphylococcus_carnosus_TM300_uid59401 	4008 	NCBI 	2015-02-18.071727 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_epidermidis_14_1_r1_se_GCA_000239515.2 	4009 	ensemblgenomes 	2015-02-18.071734 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_ATCC_12228_uid57861 	4010 	NCBI 	2015-02-18.071741 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_epidermidis_RP62A_uid57663 	4011 	NCBI 	2015-02-18.071747 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_epidermidis_atcc_12228_GCA_000007645.1 	4012 	ensemblgenomes 	2015-02-20.083501 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_au12_03_GCA_000308395.1 	4013 	ensemblgenomes 	2015-02-18.071757 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_bvs058a4_GCA_000314715.2 	4014 	ensemblgenomes 	2015-02-18.071804 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_fri909_GCA_000186205.2 	4015 	ensemblgenomes 	2015-02-18.071811 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_m23864_w2_grey__GCA_000164075.1 	4016 	ensemblgenomes 	2015-02-23.141609 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nih04003_GCA_000276005.1 	4017 	ensemblgenomes 	2015-02-23.122315 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nih05005_GCA_000276125.1 	4018 	ensemblgenomes 	2015-02-18.071817 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nih06004_GCA_000276045.1 	4019 	ensemblgenomes 	2015-02-18.071824 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nihlm015_GCA_000276205.1 	4020 	ensemblgenomes 	2015-02-18.071831 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nihlm023_GCA_000276305.1 	4021 	ensemblgenomes 	2015-02-18.071838 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nihlm057_GCA_000276425.1 	4022 	ensemblgenomes 	2015-02-18.071845 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nihlm067_GCA_000276465.1 	4023 	ensemblgenomes 	2015-02-18.071851 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nihlm070_GCA_000276485.1 	4024 	ensemblgenomes 	2015-02-21.144752 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_nihlm088_GCA_000276525.1 	4025 	ensemblgenomes 	2015-02-19.053728 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu041_GCA_000245635.2 	4026 	ensemblgenomes 	2015-02-18.071905 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu057_GCA_000245655.2 	4027 	ensemblgenomes 	2015-02-22.174911 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu065_GCA_000245675.2 	4028 	ensemblgenomes 	2015-02-18.071912 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu071_GCA_000260295.1 	4029 	ensemblgenomes 	2015-02-18.071919 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu081_GCA_000245695.2 	4030 	ensemblgenomes 	2015-02-17.124117 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu120_GCA_000247065.2 	4031 	ensemblgenomes 	2015-02-23.095832 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu123_GCA_000247105.2 	4032 	ensemblgenomes 	2015-02-18.071932 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_vcu144_GCA_000205325.2 	4033 	ensemblgenomes 	2015-02-18.071939 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_epidermidis_w23144_GCA_000160235.1 	4034 	ensemblgenomes 	2015-02-18.071946 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis;Staphylococcus;Epidermidis
Staphylococcus_haemolyticus_JCSC1435_uid62919 	4035 	NCBI 	2015-02-18.071952 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_hominis_sk119_GCA_000174735.1 	4036 	ensemblgenomes 	2015-02-18.071959 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis;Staphylococcus;Hominis
Staphylococcus_hominis_subsp_hominis_c80_GCA_000183685.1 	4037 	ensemblgenomes 	2015-02-18.072006 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis;Staphylococcus hominis subsp. hominis;Staphylococcus;Hominis
Staphylococcus_lugdunensis_HKU09_01_uid46233 	4038 	NCBI 	2015-02-18.072013 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_lugdunensis_N920143_uid162143 	4039 	NCBI 	2015-02-18.072019 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_pasteuri_SP1_uid226267 	4040 	NCBI 	2015-02-18.072026 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_pseudintermedius_ED99_uid162109 	4041 	NCBI 	2015-02-18.072033 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_pseudintermedius_HKU10_03_uid62125 	4042 	NCBI 	2015-02-18.072040 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_pseudintermedius_hku10_03_GCA_000185885.1 	4043 	ensemblgenomes 	2015-02-22.153853 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pseudintermedius;Staphylococcus;Pseudintermedius
Staphylococcus_saprophyticus_ATCC_15305_uid58411 	4044 	NCBI 	2015-02-18.072046 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Staphylococcus_saprophyticus_subsp_saprophyticus_kacc_16562_GCA_000251125.2 	4045 	ensemblgenomes 	2015-02-22.023923 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saprophyticus;Staphylococcus saprophyticus subsp. saprophyticus;Staphylococcus;Saprophyticus
Staphylococcus_simiae_ccm_7213_GCA_000235645.2 	4046 	ensemblgenomes 	2015-02-18.072100 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simiae;Staphylococcus;Simiae
Staphylococcus_simulans_acs_120_v_sch1_GCA_000314755.2 	4047 	ensemblgenomes 	2015-02-18.072106 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simulans;Staphylococcus;Simulans
Staphylococcus_warneri_SG1_uid187059 	4048 	NCBI 	2015-02-18.072113 	data 	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcus
Starkeya_novella_DSM_506_uid48815 	4049 	NCBI 	2015-02-18.072120 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Starkeya
Stenotrophomonas_maltophilia_D457_uid162199 	4050 	NCBI 	2015-02-18.072127 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
Stenotrophomonas_maltophilia_JV3_uid72473 	4051 	NCBI 	2015-02-18.072133 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
Stenotrophomonas_maltophilia_K279a_uid61647 	4052 	NCBI 	2015-02-18.072140 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
Stenotrophomonas_maltophilia_R551_3_uid58657 	4053 	NCBI 	2015-02-18.072147 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
Stenotrophomonas_maltophilia_ab55555_GCA_000287935.1 	4054 	ensemblgenomes 	2015-02-23.001530 	data 	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia group;Stenotrophomonas maltophilia;Stenotrophomonas;Maltophilia
Stigmatella_aurantiaca_DW4_3_1_uid158509 	4055 	NCBI 	2015-02-23.150344 	data 	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Cystobacteraceae; Stigmatella
Stigmatella_aurantiaca_DW4_3_1_uid63257 	4056 	NCBI 	2015-02-23.150355 	data 	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Cystobacteraceae; Stigmatella
Stigmatella_aurantiaca_dw4_3_1_gca_000165485_1_GCA_000165485.1 	4057 	ensemblgenomes 	2015-03-02.102812 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Cystobacteraceae;Stigmatella;Stigmatella aurantiaca;Stigmatella;Aurantiaca
Stigmatella_aurantiaca_dw4_3_1_gca_000168055_1_GCA_000168055.1 	4058 	ensemblgenomes 	2015-03-02.114230 	data 	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Cystobacteraceae;Stigmatella;Stigmatella aurantiaca;Stigmatella;Aurantiaca
Strawberry_lethal_yellows_phytoplasma__CPA__NZSb11_uid203392 	4059 	NCBI 	2015-02-18.072207 	data 	Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae; Candidatus Phytoplasma; 16SrXII (Stolbur group)
Streptobacillus_moniliformis_DSM_12112_uid41863 	4060 	NCBI 	2015-02-18.072213 	data 	Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Streptobacillus
Streptococcus_I_G2_uid224251 	4061 	NCBI 	2015-02-18.072220 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_I_P16_uid224252 	4062 	NCBI 	2015-02-18.072227 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_09mas018883_uid208674 	4063 	NCBI 	2015-02-18.072234 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_2603V_R_uid57943 	4064 	NCBI 	2015-02-18.072240 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_2603v_r_GCA_000007265.1 	4065 	ensemblgenomes 	2015-02-18.072247 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae;Streptococcus agalactiae serogroup V;Streptococcus;Agalactiae
Streptococcus_agalactiae_2_22_uid202215 	4066 	NCBI 	2015-02-18.072254 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_A909_uid57935 	4067 	NCBI 	2015-02-18.072301 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_GD201008_001_uid175780 	4068 	NCBI 	2015-02-18.072307 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_ILRI005_uid208676 	4069 	NCBI 	2015-02-18.072314 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_ILRI112_uid208675 	4070 	NCBI 	2015-02-18.072321 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_NEM316_uid61585 	4071 	NCBI 	2015-02-18.072328 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_SA20_06_uid178722 	4072 	NCBI 	2015-02-18.072335 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_agalactiae_gb00112_GCA_000291585.1 	4073 	ensemblgenomes 	2015-02-18.072342 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae;Streptococcus;Agalactiae
Streptococcus_agalactiae_h36b_GCA_000167795.1 	4074 	ensemblgenomes 	2015-02-18.072349 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae;Streptococcus;Agalactiae
Streptococcus_agalactiae_nem316_GCA_000196055.1 	4075 	ensemblgenomes 	2015-02-18.072355 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae;Streptococcus agalactiae serogroup III;Streptococcus;Agalactiae
Streptococcus_anginosus_C1051_uid218003 	4076 	NCBI 	2015-02-18.072402 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_anginosus_C238_uid218004 	4077 	NCBI 	2015-02-18.072409 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_anginosus_f0211_GCA_000184365.2 	4078 	ensemblgenomes 	2015-02-18.072416 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus anginosus;Streptococcus;Anginosus
Streptococcus_bovis_atcc_700338_GCA_000146405.1 	4079 	ensemblgenomes 	2015-02-21.024621 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus equinus;Streptococcus;Bovis
Streptococcus_constellatus_pharyngis_C1050_uid218002 	4080 	NCBI 	2015-02-18.072423 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_constellatus_pharyngis_C232_uid217998 	4081 	NCBI 	2015-02-18.072429 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_constellatus_pharyngis_C818_uid218001 	4082 	NCBI 	2015-02-18.072436 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_constellatus_subsp_constellatus_sk53_GCA_000257785.1 	4083 	ensemblgenomes 	2015-02-18.072443 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus constellatus;Streptococcus constellatus subsp. constellatus;Streptococcus;Constellatus
Streptococcus_dysgalactiae_equisimilis_167_uid222822 	4084 	NCBI 	2015-02-18.072449 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_dysgalactiae_equisimilis_AC_2713_uid178644 	4085 	NCBI 	2015-02-18.072456 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_dysgalactiae_equisimilis_ATCC_12394_uid161979 	4086 	NCBI 	2015-02-18.072503 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_dysgalactiae_equisimilis_GGS_124_uid59103 	4087 	NCBI 	2015-02-18.072510 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_dysgalactiae_equisimilis_RE378_uid176684 	4088 	NCBI 	2015-02-18.072516 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_dysgalactiae_subsp_equisimilis_atcc_12394_GCA_000188715.1 	4089 	ensemblgenomes 	2015-02-20.193957 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dysgalactiae group;Streptococcus dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;Streptococcus;Dysgalactiae
Streptococcus_dysgalactiae_subsp_equisimilis_sk1249_GCA_000214575.2 	4090 	ensemblgenomes 	2015-02-18.072523 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dysgalactiae group;Streptococcus dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;Streptococcus;Dysgalactiae
Streptococcus_equi_4047_uid59259 	4091 	NCBI 	2015-02-18.072529 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_equi_subsp_equi_4047_GCA_000026585.1 	4092 	ensemblgenomes 	2015-02-19.212214 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dysgalactiae group;Streptococcus equi;Streptococcus equi subsp. equi;Streptococcus;Equi
Streptococcus_equi_subsp_zooepidemicus_mgcs10565_GCA_000020765.1 	4093 	ensemblgenomes 	2015-02-18.072543 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dysgalactiae group;Streptococcus equi;Streptococcus equi subsp. zooepidemicus;Streptococcus;Equi
Streptococcus_equi_zooepidemicus_ATCC_35246_uid162155 	4094 	NCBI 	2015-02-18.072550 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_equi_zooepidemicus_MGCS10565_uid59263 	4095 	NCBI 	2015-02-18.072556 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_equi_zooepidemicus_uid59261 	4096 	NCBI 	2015-02-18.072603 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_gallolyticus_ATCC_43143_uid162103 	4097 	NCBI 	2015-02-18.072610 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_gallolyticus_ATCC_BAA_2069_uid63617 	4098 	NCBI 	2015-02-18.072617 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_gallolyticus_UCN34_uid46061 	4099 	NCBI 	2015-02-18.072624 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_gallolyticus_subsp_gallolyticus_atcc_baa_2069_GCA_000203195.1 	4100 	ensemblgenomes 	2015-02-18.073720 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus;Streptococcus;Gallolyticus
Streptococcus_gallolyticus_subsp_gallolyticus_tx20005_GCA_000146525.1 	4101 	ensemblgenomes 	2015-02-18.072633 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus;Streptococcus;Gallolyticus
Streptococcus_gallolyticus_ucn34_GCA_000027185.1 	4102 	ensemblgenomes 	2015-02-18.072639 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus;Streptococcus;Gallolyticus
Streptococcus_gordonii_Challis_substr__CH1_uid57667 	4103 	NCBI 	2015-02-18.072646 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_infantarius_CJ18_uid87033 	4104 	NCBI 	2015-02-18.072653 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_infantis_sk1076_GCA_000215385.2 	4105 	ensemblgenomes 	2015-02-22.203637 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus infantis;Streptococcus;Infantis
Streptococcus_infantis_sk1302_GCA_000148975.2 	4106 	ensemblgenomes 	2015-02-21.212026 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus infantis;Streptococcus;Infantis
Streptococcus_iniae_SF1_uid206041 	4107 	NCBI 	2015-02-18.072700 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_intermedius_B196_uid218000 	4108 	NCBI 	2015-02-18.072706 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_intermedius_C270_uid217999 	4109 	NCBI 	2015-02-18.072713 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_intermedius_JTH08_uid168614 	4110 	NCBI 	2015-02-18.072720 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
Streptococcus_intermedius_ba1_GCA_000313655.1 	4111 	ensemblgenomes 	2015-02-22.050040 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus intermedius;Streptococcus;Intermedius
Streptococcus_intermedius_jth08_GCA_000306805.1 	4112 	ensemblgenomes 	2015-02-18.072727 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus intermedius;Streptococcus;Intermedius
Streptococcus_lutetiensis_033_uid213397 	4113 	NCBI 	2015-02-18.072733 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_macacae_nctc_11558_GCA_000187995.3 	4114 	ensemblgenomes 	2015-02-18.072745 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus macacae;Streptococcus;Macacae
Streptococcus_macedonicus_ACA_DC_198_uid81631 	4115 	NCBI 	2015-02-18.072751 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_mitis_B6_uid46097 	4116 	NCBI 	2015-02-18.072758 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
Streptococcus_mitis_atcc_6249_GCA_000146585.1 	4117 	ensemblgenomes 	2015-02-18.072805 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mitis;Streptococcus;Mitis
